EmpresaId,Location,lat,lgn,Description,Type,time,provincia,localidad,calification,BranchType
20412|2,CENTENARIO 2006,-34.71154,-58.35040,SOSA CARINA,2,09:00 A 22:00 HS,BA,REMEDIOS DE ESCALADA,5,COMERCIO,
20413|2,AV. ONZARI 698,-34.71064,-58.32512,ESQUIVEL MAYRA,2,07:00 A 19:00 HS,BA,WILDE,5,COMERCIO,
20353|2,G. GADDINI 8,-34.88959,-58.56777,BANQUERO PABLO,2,08:00 A 22:00 HS,BA,TRISTÁN SUÁREZ,5,COMERCIO,
20377|2,MONTEAGUDO, BERNARDO DE 328,-34.80344,-58.27483,FLORES NORMA DELIA,2,07:30 A 21:00 HS,BA,FLORENCIO VARELA,5,COMERCIO,
20401|2,CAMINO DE CINTURA 2300,-34.76118,-58.43024,KIOSCO DE JADECH ANDREA,2,08:00 A 20:00 HS,BA,LOMAS DE ZAMORA,5,KIOSCO,
20409|2,CALLE 845 2481,-34.78080,-58.31131,BATTELLINI ARIEL FERNANDO,2,08:00 A 20:00 HS,BA,SAN FRANCISCO SOLANO,5,COMERCIO,
20422|2,MITRE 6232,-34.70346,-58.31836,GATTORNA FERNANDO,2,07:00 A 21:00 HS,BA,WILDE,5,COMERCIO,
20473|2,AV. SAENZ 1171,-34.65416,-58.41636,ANTONACACHI JORGE ALFREDO,2,00:00 A 00:00 HS,CF,NUEVA POMPEYA,5,COMERCIO,
20490|2,AV. JUAN BAUTISTA ALBERDI 5457,-34.64876,-58.49942,RODRIGUEZ A,2,08:00 A 20:00 HS,CF,MATADEROS,5,KIOSCO,
20543|2,AV. RIVADAVIA 11412,-34.63907,-58.52523,CORNARA BARBARA,2,08:00 A 20:00 HS,CF,LINIERS,5,KIOSCO,
20049|2,AV. RIVADAVIA 18014,-34.64930,-58.61753,DI FAZIO NESTOR ALEJANDRO,2,09:00 A 21:00 HS,BA,MORON,5,KIOSCO,
20083|2,JUAN MANUEL DE ROSAS 12145,-34.74542,-58.60933,TRANSPORTE IDEAL SAN JUSTO SA,2,05:00 A 20:30 HS,BA,GREGORIO DE LAFERRERE,5,PARADA DE COLECTIVOS,
20116|2,ANTONIO TORO 599,-34.49473,-58.84204,LA CENTRAL DE ESCOBAR S A,2,08:00 A 20:00 HS,BA,PRESIDENTE DERQUI,5,PARADA DE COLECTIVOS,
20217|2,BUTLER 14,-34.50259,-58.78166,RAGAZZI, RUBEN RICARDO,2,08:00 A 20:00 HS,BA,JOSE CLEMENTE PAZ,5,COMERCIO,
20243|2,ENTRE RIOS 2791,-34.67428,-58.56280,REYNOSO MELISA CECILIA,2,08:00 A 23:00 HS,BA,SAN JUSTO,5,KIOSCO,
20277|2,GRAL. VICTORICA 361,-34.60715,-58.59578,LINEA 213 S.A.T.,2,07:00 A 14:00 HS,BA,EL PALOMAR,5,PARADA DE COLECTIVOS,
20279|2,ARTURO ILLIA 1934,-34.67204,-58.55990,TRANSPORTE IDEAL SAN JUSTO SA,2,07:30 A 21:30 HS,BA,SAN JUSTO,5,KIOSCO,
20302|2,DR IGNACIO ARIETA 2840,-34.67617,-58.56367,BORRAJO NADIA SOLEDA,2,08:00 A 22:00 HS,BA,SAN JUSTO,5,KIOSCO,
21131|2,AV. PTE. HIPOLITO YRIGOYEN 1655,-34.51872,-58.75119,DI FILIPPO ERMELINDA JUANA,2,08:00 A 21:00 HS,BA,JOSE CLEMENTE PAZ,5,COMERCIO,
21180|2,PERON JUAN DOMINGO PRES. 1530,-34.54253,-58.71156,SUBE OPTICA GILARDI,2,08:00 A 20:00 HS,BA,SAN MIGUEL,5,COMERCIO,
21202|2,SAN MARTIN 376,-34.56509,-59.11683,SUBE TELECENTRO LUJAN,2,08:00 A 20:00 HS,BA,LUJÁN,5,LOCUTORIO,
