-68.034384,-37.621406
-67.933006,-37.632126
-67.866325,-37.664921
-67.868324,-37.692623
-67.951126,-37.930992
-67.826447,-37.905262
-67.796875,-37.877426
-67.137978,-38.363003
-66.41066,-38.744301
-68.152916,-38.720726
-68.049057,-38.854904
-68.131424,-38.993877
-68.098798,-38.756324
-68.156902,-38.686017
-68.213013,-38.679913
-67.922348,-38.993774
-68.034096,-38.395489
-68.036049,-38.703007
-67.997627,-38.933388
-67.925583,-38.953556
-67.829109,-38.976673
-68.063354,-38.826153
-64.936686,-38.835481
-64.54697,-38.870616
-64.212227,-38.948437
-64.145149,-38.978821
-64.033028,-39.030144
-63.418552,-39.727863
-64.093857,-38.99683
-65.658177,-39.29314
-65.816788,-39.356018
-65.73996,-39.202043
-65.786362,-39.051193
-65.611566,-39.484454
-65.492859,-39.605122
-64.904579,-39.918709
-65.956429,-39.185879
-65.764122,-39.310768
-65.6987,-39.422947
-69.905846,-39.954311
-69.551971,-39.822769
-69.010544,-39.939266
-67.367989,-39.047569
-67.396553,-39.052471
-67.30632,-39.063065
-67.046738,-39.129112
-67.084442,-39.100357
-67.153525,-39.07637
-67.241051,-39.073452
-66.947258,-39.102928
-66.937278,-39.115668
-67.030052,-39.128223
-66.751625,-39.500835
-66.775658,-39.15979
-66.521538,-39.086511
-66.576912,-39.951496
-66.145471,-39.166433
-66.201881,-39.172474
-66.081833,-39.169525
-67.573891,-39.028019
-68.448685,-39.339855
-68.301529,-39.43042
-68.023346,-39.621403
-68.428207,-39.578773
-68.482323,-39.612854
-68.471016,-39.645813
-68.489306,-39.726293
-68.703438,-39.866718
-68.059975,-39.954655
-68.45636,-39.299362
-68.351029,-39.930136
-64.381294,-40.094761
-64.452499,-40.108082
-64.070602,-40.220566
-64.182953,-40.265491
-64.492261,-40.746485
-64.251876,-40.745533
-63.921944,-41.090664
-63.655869,-40.829651
-63.509506,-40.633583
-63.670158,-40.427681
-63.780983,-40.460838
-63.978088,-40.341343
-63.416351,-40.677353
-63.30542,-40.747189
-63.221909,-40.792095
-63.079544,-40.800587
-63.02459,-40.813713
-63.358627,-40.8354
-68.972961,-40.296749
-68.486246,-40.418817
-68.084396,-40.846104
-67.754697,-40.585984
-70.449547,-40.753593
-70.229965,-40.961399
-69.840569,-40.726719
-70.034012,-40.888763
-69.612214,-40.422698
-69.526024,-40.370045
-69.35495,-40.314419
-69.056923,-40.125397
-70.968613,-40.660084
-70.728531,-40.751995
-70.703423,-40.719833
-71.096764,-40.743217
-71.020561,-40.914692
-70.890808,-40.959896
-70.738754,-40.911617
-65.788498,-40.857468
-65.803223,-40.88736
-65.583641,-40.93372
-65.6689,-40.842358
-65.451294,-40.773415
-65.092896,-40.812515
-65.2342,-40.728287
-65.02095,-40.729141
-64.944748,-40.732388
-65.050743,-40.778587
-64.879424,-40.804016
-64.554024,-40.099148
-64.547798,-40.405594
-67.254723,-40.506275
-67.258057,-40.491497
-67.048119,-40.940422
-66.635277,-40.962898
-66.756828,-40.639351
-66.569855,-40.495499
-66.267647,-40.81678
-66.341156,-40.742882
-66.314201,-40.725391
-66.165604,-40.676331
-62.993423,-40.812965
-71.535545,-41.968342
-71.534302,-41.057678
-71.522987,-41.074226
-71.444679,-41.164146
